"44";"45";"48";"49";"1462";"1461";"150";"151";"1180";"1138";"553";"1137";"278";"432";"554";"117";"52";"98";"10";"54";"11";"99";"56";"58";"14";"59";"17";"18";"1";"126";"1464";"1463";"447";"8";"448";"9";"526";"60";"528";"22";"1084";"371";"372";"373";"297";"30001";"298";"452";"530";"453";"30004";"531";"379";"336";"1091";"34";"35";"37";"38";"20000";"39";"380";"141";"581";"583";"1128";"386";"1369";"300";"103";"1166";"108";"1409";"40";"41"
"25";"523";"8033001";"FGW";"NEGFIX";"1";"8";"0";"1";"500";"NEGFIXFIX1";"9";"O0SwGcXHc6aY";"20140408";"mit123";"1476089190082";"20161010-08:46:30.807";"0";"109";"1";"1476089190045";"25";"NEGFIXFIX1";"Response to Logout";"0";"C";"E0SwGXhF2Q9J";"n";"two";"20140407-13:00:00";"1";"D";"D";"FIXT.1.1";"NEGFIXFIX1";"94";"two";"20161010-09:46:29.458";"A";"8";"4";"59";"D";"5";"5";"1";"4";"76";"7";"1";"3";"7";"1476089166293";"a";"N";"525";"5";"O0SwGcXHc6aY";"500";"2";"8";"5";"Y";"1";"two";"9";"1";"O132zNg_95";"2002";"1204";"1476089190082";"60";"4";"2";"1476089125097"
